eta_L1 = 1.088115601401493e-09
t, rPC, hdPC, enPC
0, 0.884850166481687, 0.8902743142144638, 0.8853932584269663
1, 0.9259156492785794, 0.9625935162094763, 0.9295880149812734
2, 0.8998335183129855, 0.9177057356608479, 0.9016229712858926
3, 0.9320199778024417, 0.9625935162094763, 0.9350811485642946
4, 0.922031076581576, 0.9476309226932669, 0.9245942571785268
5, 0.9420088790233074, 0.972568578553616, 0.9450686641697877
6, 0.9361820199778025, 0.9800498753117207, 0.9405742821473159
7, 0.9450610432852387, 0.9775561097256857, 0.9483146067415731
8, 0.9439511653718091, 0.9825436408977556, 0.9478152309612984
9, 0.9470033296337403, 0.9825436408977556, 0.950561797752809
10, 0.9478357380688124, 0.9800498753117207, 0.9510611735330836
11, 0.9492230854605993, 0.9800498753117207, 0.9523096129837703
12, 0.9500554938956715, 0.9825436408977556, 0.9533083645443196
13, 0.9506104328523862, 0.9825436408977556, 0.9538077403245943
14, 0.9514428412874584, 0.9825436408977556, 0.9545568039950062
15, 0.9514428412874584, 0.9825436408977556, 0.9545568039950062
16, 0.9517203107658158, 0.9825436408977556, 0.9548064918851435
17, 0.9528301886792453, 0.9825436408977556, 0.9558052434456928
18, 0.9528301886792453, 0.9800498753117207, 0.9555555555555556
19, 0.9531076581576027, 0.9800498753117207, 0.9558052434456928
20, 0.9536625971143174, 0.9800498753117207, 0.9563046192259675
21, 0.9542175360710322, 0.9800498753117207, 0.9568039950062422
22, 0.9539400665926748, 0.9800498753117207, 0.9565543071161049
23, 0.954772475027747, 0.9800498753117207, 0.9573033707865168
24, 0.9550499445061044, 0.9800498753117207, 0.9575530586766542
25, 0.9553274139844617, 0.9800498753117207, 0.9578027465667915
26, 0.9550499445061044, 0.9800498753117207, 0.9575530586766542
27, 0.9544950055493896, 0.9800498753117207, 0.9570536828963795
28, 0.954772475027747, 0.9800498753117207, 0.9573033707865168
29, 0.9544950055493896, 0.9800498753117207, 0.9570536828963795
30, 0.9544950055493896, 0.9800498753117207, 0.9570536828963795
31, 0.954772475027747, 0.9800498753117207, 0.9573033707865168
32, 0.9550499445061044, 0.9800498753117207, 0.9575530586766542
33, 0.9550499445061044, 0.9800498753117207, 0.9575530586766542
34, 0.9553274139844617, 0.9800498753117207, 0.9578027465667915
35, 0.9558823529411765, 0.9800498753117207, 0.9583021223470661
36, 0.9558823529411765, 0.9825436408977556, 0.9585518102372035
37, 0.9561598224195339, 0.9825436408977556, 0.9588014981273408
38, 0.9564372918978913, 0.9825436408977556, 0.9590511860174782
39, 0.9567147613762487, 0.9825436408977556, 0.9593008739076154
40, 0.9567147613762487, 0.9825436408977556, 0.9593008739076154
41, 0.9572697003329633, 0.9825436408977556, 0.9598002496878901
42, 0.9572697003329633, 0.9825436408977556, 0.9598002496878901
43, 0.9572697003329633, 0.9825436408977556, 0.9598002496878901
44, 0.9572697003329633, 0.9825436408977556, 0.9598002496878901
45, 0.9569922308546059, 0.9825436408977556, 0.9595505617977528
46, 0.9569922308546059, 0.9825436408977556, 0.9595505617977528
47, 0.9572697003329633, 0.9825436408977556, 0.9598002496878901
48, 0.9575471698113207, 0.9800498753117207, 0.9598002496878901
49, 0.9575471698113207, 0.9800498753117207, 0.9598002496878901
50, 0.9578246392896781, 0.9800498753117207, 0.9600499375780275
51, 0.9581021087680355, 0.9800498753117207, 0.9602996254681648
52, 0.9581021087680355, 0.9800498753117207, 0.9602996254681648
53, 0.9581021087680355, 0.9800498753117207, 0.9602996254681648
54, 0.9586570477247502, 0.9800498753117207, 0.9607990012484394
55, 0.9589345172031076, 0.9800498753117207, 0.9610486891385768
56, 0.9589345172031076, 0.9800498753117207, 0.9610486891385768
57, 0.9589345172031076, 0.9800498753117207, 0.9610486891385768
58, 0.9589345172031076, 0.9800498753117207, 0.9610486891385768
59, 0.959211986681465, 0.9800498753117207, 0.9612983770287141
60, 0.959211986681465, 0.9800498753117207, 0.9612983770287141
61, 0.959211986681465, 0.9800498753117207, 0.9612983770287141
62, 0.959211986681465, 0.9800498753117207, 0.9612983770287141
63, 0.9594894561598224, 0.9800498753117207, 0.9615480649188515
64, 0.9594894561598224, 0.9800498753117207, 0.9615480649188515
65, 0.9594894561598224, 0.9800498753117207, 0.9615480649188515
66, 0.9594894561598224, 0.9800498753117207, 0.9615480649188515
67, 0.9594894561598224, 0.9800498753117207, 0.9615480649188515
68, 0.9594894561598224, 0.9800498753117207, 0.9615480649188515
69, 0.959211986681465, 0.9800498753117207, 0.9612983770287141
70, 0.9597669256381798, 0.9800498753117207, 0.9617977528089887
71, 0.9597669256381798, 0.9800498753117207, 0.9617977528089887
72, 0.9603218645948945, 0.9800498753117207, 0.9622971285892634
73, 0.9603218645948945, 0.9800498753117207, 0.9622971285892634
74, 0.9603218645948945, 0.9800498753117207, 0.9622971285892634
75, 0.9603218645948945, 0.9800498753117207, 0.9622971285892634
76, 0.9603218645948945, 0.9800498753117207, 0.9622971285892634
77, 0.9603218645948945, 0.9800498753117207, 0.9622971285892634
78, 0.9603218645948945, 0.9800498753117207, 0.9622971285892634
79, 0.9603218645948945, 0.9800498753117207, 0.9622971285892634
80, 0.9605993340732519, 0.9800498753117207, 0.9625468164794008
81, 0.9605993340732519, 0.9800498753117207, 0.9625468164794008
82, 0.9605993340732519, 0.9800498753117207, 0.9625468164794008
83, 0.9605993340732519, 0.9800498753117207, 0.9625468164794008
84, 0.9605993340732519, 0.9800498753117207, 0.9625468164794008
85, 0.9608768035516093, 0.9800498753117207, 0.9627965043695381
86, 0.9608768035516093, 0.9800498753117207, 0.9627965043695381
87, 0.9608768035516093, 0.9800498753117207, 0.9627965043695381
88, 0.9608768035516093, 0.9800498753117207, 0.9627965043695381
89, 0.9608768035516093, 0.9800498753117207, 0.9627965043695381
90, 0.9611542730299667, 0.9800498753117207, 0.9630461922596754
91, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
92, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
93, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
94, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
95, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
96, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
97, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
98, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
99, 0.9617092119866815, 0.9800498753117207, 0.9635455680399501
